model_id,direct_run1_ms,direct_run2_ms,direct_run3_ms,direct_mean_ms,direct_std_ms,ncu_run1_ms,ncu_run2_ms,ncu_run3_ms,ncu_mean_ms,ncu_std_ms,overhead_ms,overhead_percent
gpt2_layer6_embd1024_ffn4096_head16_pos512_max2_batch4_prompt1,2767.6413193,2713.1084833,2741.3609003,2740.7035676333335,27.27235991304607,36227.03528278,42287.49940678,39310.47052678,39275.001738779996,3030.38774346855,36534.2981711466625,1333.00
gpt2_layer8_embd3072_ffn12288_head48_pos1024_max2_batch4_prompt1,3034.24657858,2990.0033055799995,2984.17892358,3002.8096025799996,27.380530517849962,45946.1493495,33819.5514735,30933.2746155,36899.658479499994,7966.297529028251,33896.8488769199944,1128.00
llama_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,2814.301353,2858.550856,2858.876866,2843.909691666667,25.64209156016825,28175.321208819998,52338.66809282,34246.639933820006,38253.54307848666,12570.1347553311,35409.633386819993,1245.00
llama_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,3532.4914998199997,3522.8711588200003,3574.4593218200002,3543.2739934866668,27.432303360863123,47677.11094924001,44747.68152824,26640.841598239997,39688.54469190667,11394.178610084808,36145.2706984200032,1020.00
qwen_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,2938.797595,2926.821989,2920.6685250000005,2928.7627030000003,9.219033186216933,37387.4340097,31341.7108607,43302.4805337,37343.8751347,5980.503810243127,34415.1124316999997,1175.00
qwen_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,3889.6848249600002,3873.7186179600003,3977.2999749600003,3913.56780596,55.76801920074919,41750.69510026,44846.439730260005,41792.959158260004,42796.69799626,1775.2541915809265,38883.13019030,993.00
