model_id,direct_run1_ms,direct_run2_ms,direct_run3_ms,direct_mean_ms,direct_std_ms,ncu_run1_ms,ncu_run2_ms,ncu_run3_ms,ncu_mean_ms,ncu_std_ms,overhead_ms,overhead_percent
gpt2_layer6_embd1024_ffn4096_head16_pos512_max2_batch4_prompt1,10245.066655980001,10260.619422980002,10094.739543980002,10200.141874313334,91.61173816772552,140555.8486881,140672.2309471,140631.4326861,140619.83744043333,59.0512052716846,130419.695566119996,1278.00
gpt2_layer8_embd3072_ffn12288_head48_pos1024_max2_batch4_prompt1,12533.53693884,12169.965162839999,12823.84684284,12509.11631484,327.62415664495506,165801.59310172,167788.63894672,167210.12204972003,166933.45136605334,1022.0067504343409,154424.33505121334,1234.00
llama_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,10462.64123514,10499.17861314,10303.80244214,10421.874096806667,103.87218937026452,175384.05035675998,175584.28483176,176000.78110375997,175656.37209742668,314.62141372968205,165234.498000620013,1585.00
llama_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,16069.502819460002,16562.301246460003,16803.41839946,16478.407488460005,374.08106289306517,226325.94915138,226429.03697937998,226931.02595838,226562.00402971334,323.71231510105866,210083.596541253335,1274.00
qwen_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,11178.954338540001,11037.369609540001,11090.837775540002,11102.387241206668,71.49546481693775,174581.00146040003,172632.8163274,176776.3586604,174663.39214940002,2072.999502066074,163561.004908193352,1473.00
qwen_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,18437.716904880002,18443.97657288,17730.705415880002,18204.13296454667,410.0122299862086,235949.49935322002,236057.81690322002,235985.10952222,235997.47525955335,55.20739537733158,217793.34229500668,1196.00
