model_id,direct_run1_ms,direct_run2_ms,direct_run3_ms,direct_mean_ms,direct_std_ms,ncu_run1_ms,ncu_run2_ms,ncu_run3_ms,ncu_mean_ms,ncu_std_ms,overhead_ms,overhead_percent
gpt2_layer6_embd1024_ffn4096_head16_pos512_max2_batch4_prompt1,2764.81548822,2757.08759422,2729.50327622,2750.4687862199994,18.563257892646032,122807.75007284,125464.75864484001,119727.90368084,122666.80413284,2871.0234304154906,119916.3353466200006,4359.00
gpt2_layer8_embd3072_ffn12288_head48_pos1024_max2_batch4_prompt1,3044.6067506000004,3013.8810126000003,3056.3655376,3038.2844336,21.936555912569126,121586.13753332,124376.76533431999,136377.22637632,127446.70974798668,7858.9119041781005,124408.42531438668,4094.00
llama_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,2817.3325029,2839.2624799,2796.4971559,2817.6973795666668,21.38499673702687,121403.10665834,163831.10524134,148472.22923133997,144568.81371033998,21481.649272971346,141751.1163307733132,5030.00
llama_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,3517.4377035400003,3478.47281254,3502.4836705400003,3499.4647288733336,19.657090050425126,173398.34466274,197716.68550474002,194642.72523874,188585.91846874,13242.322549830888,185086.4537398666664,5288.00
qwen_layer6_embd1024_ffn4096_head8_pos512_max2_batch4_prompt1,2978.01408494,2958.0534359400003,2932.70465494,2956.2573919399997,22.70804796253234,156087.96325201998,140928.57665002,153170.38393102,150062.30794435335,8043.435384920716,147106.0505524133503,4976.00
qwen_layer8_embd4096_ffn16384_head32_pos1024_max2_batch4_prompt1,3827.8307068999998,3842.3146809,3835.5930189,3835.246135566667,7.248215072925019,178752.22857334,160838.51057634,176394.47469234,171995.0712806733,9733.51868046436,168159.825145106633,4384.00
